SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
ASTELLAS                                          ,4,CREAM;TOPICAL,0.001,3,,0,ARISTOCORT,TRIAMCINOLONE ACETONIDE
ASTELLAS                                          ,5,CREAM;TOPICAL,0.001,3,,0,ARISTOCORT A,TRIAMCINOLONE ACETONIDE
ASTELLAS                                          ,3,CREAM;TOPICAL,0.00025,3,,0,ARISTOCORT,TRIAMCINOLONE ACETONIDE
ASTELLAS                                          ,4,CREAM;TOPICAL,0.00025,3,,0,ARISTOCORT A,TRIAMCINOLONE ACETONIDE
AKORN                                             ,1,SOLUTION/DROPS;OPHTHALMIC,0.1,3,,0,SODIUM SULFACETAMIDE,SULFACETAMIDE SODIUM
AKORN                                             ,2,SOLUTION/DROPS;OPHTHALMIC,0.15,3,,0,SODIUM SULFACETAMIDE,SULFACETAMIDE SODIUM
AKORN                                             ,3,SOLUTION/DROPS;OPHTHALMIC,0.3,3,,0,SODIUM SULFACETAMIDE,SULFACETAMIDE SODIUM
PVT FORM                                          ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
PVT FORM                                          ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WATSON LABS                                       ,2,TABLET;ORAL,15MG,3,,0,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
AKORN                                             ,1,INJECTABLE;INJECTION,25MG/ML,3,,0,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE
IVAX SUB TEVA PHARMS                              ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
ANABOLIC                                          ,1,TABLET;ORAL,50MG,3,,0,TRIPELENNAMINE HYDROCHLORIDE,TRIPELENNAMINE HYDROCHLORIDE
SANDOZ                                            ,1,SYRUP;ORAL,10MG/5ML,3,,0,SONAZINE,CHLORPROMAZINE HYDROCHLORIDE
INTL MEDICATION                                   ,1,INJECTABLE;INJECTION,12.5GM/50ML,1,AP,0,MANNITOL 25%,MANNITOL
BELL PHARMA                                       ,1,TABLET;ORAL,0.1MG,3,,0,RESERPINE,RESERPINE
BELL PHARMA                                       ,2,TABLET;ORAL,0.25MG,3,,0,RESERPINE,RESERPINE
PERRIGO                                           ,1,TABLET;ORAL,5MG,3,,0,PREDNISONE,PREDNISONE
PERRIGO                                           ,1,TABLET;ORAL,100MG,3,,0,ISONIAZID,ISONIAZID
PERRIGO                                           ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
PERRIGO                                           ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
BELL PHARMA                                       ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
PERRIGO                                           ,1,ELIXIR;ORAL,12.5MG/5ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WATSON LABS                                       ,1,INJECTABLE;INJECTION,1MG/ML,3,,0,COBAVITE,CYANOCOBALAMIN
LYPHOMED                                          ,1,INJECTABLE;INJECTION,1MG/ML,3,,0,CYANOCOBALAMIN,CYANOCOBALAMIN
IVAX SUB TEVA PHARMS                              ,2,CAPSULE;ORAL,389MG;32.4MG;65MG,3,,0,PROPOXYPHENE COMPOUND 65,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
ANABOLIC                                          ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
ASTRAZENECA                                       ,1,CAPSULE;ORAL,"50,000USP UNITS",3,,0,AQUASOL A,VITAMIN A
ASTRAZENECA                                       ,2,CAPSULE;ORAL,"25,000USP UNITS",3,,0,AQUASOL A,VITAMIN A
HIKMA PHARMS LLC                                  ,1,TABLET;ORAL,EQ 150MG BASE,1,AA,1,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
HIKMA PHARMS LLC                                  ,2,TABLET;ORAL,EQ 300MG BASE,1,AA,0,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
WYETH AYERST                                      ,1,INJECTABLE;INJECTION,0.01,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
WYETH AYERST                                      ,2,INJECTABLE;INJECTION,0.02,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
MK LABS                                           ,1,CAPSULE;ORAL,25MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
MK LABS                                           ,2,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
MK LABS                                           ,2,ELIXIR;ORAL,12.5MG/5ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
ROXANE                                            ,1,CAPSULE;ORAL,32MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
ROXANE                                            ,2,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
SANDOZ                                            ,2,CAPSULE;ORAL,389MG;32.4MG;65MG,3,,0,PROPOXYPHENE COMPOUND-65,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
WEST WARD                                         ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN D,ERGOCALCIFEROL
PVT FORM                                          ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
EVERYLIFE                                         ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
IMPAX LABS                                        ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
BARR                                              ,1,CAPSULE;ORAL,10MG,1,AB,0,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
WATSON LABS                                       ,1,INJECTABLE;INJECTION,0.1MG/ML,3,,0,CYANOCOBALAMIN,CYANOCOBALAMIN
WATSON LABS                                       ,2,INJECTABLE;INJECTION,1MG/ML,3,,0,CYANOCOBALAMIN,CYANOCOBALAMIN
WATSON LABS                                       ,1,TABLET;ORAL,4MG,3,,0,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
SANDOZ                                            ,2,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
WATSON LABS                                       ,1,INJECTABLE;INJECTION,25MG/ML,3,,0,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE
ABBOTT                                            ,1,INJECTABLE;INJECTION,5MEQ/ML,3,,0,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE
TABLICAPS                                         ,2,TABLET;ORAL,1MG,3,,0,FOLIC ACID,FOLIC ACID
EVERYLIFE                                         ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN A,VITAMIN A
GD SEARLE LLC                                     ,1,INJECTABLE;INJECTION,0.01,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
GD SEARLE LLC                                     ,2,INJECTABLE;INJECTION,0.02,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
NEXGEN PHARMA INC                                 ,1,TABLET;ORAL,20MG,3,,0,HYDROCORTISONE,HYDROCORTISONE
WATSON LABS                                       ,1,TABLET;ORAL,1MG,3,,0,FOLIC ACID,FOLIC ACID
ELKINS SINN                                       ,1,TABLET;ORAL,0.1MG,3,,0,RESERPINE,RESERPINE
ELKINS SINN                                       ,2,TABLET;ORAL,0.25MG,3,,0,RESERPINE,RESERPINE
WATSON LABS                                       ,3,INJECTABLE;INJECTION,25MG/ML,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
WATSON LABS                                       ,4,INJECTABLE;INJECTION,50MG/ML,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
NOVARTIS                                          ,1,TABLET;ORAL,25MG,3,,0,PBZ,TRIPELENNAMINE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,15MG,3,,0,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE
ABBOTT                                            ,1,INJECTABLE;INJECTION,0.01MG/ML;1%,3,,0,LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,0.01,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
HOSPIRA                                           ,2,INJECTABLE;INJECTION,0.02,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
HOSPIRA                                           ,3,INJECTABLE;INJECTION,0.2,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
HOSPIRA                                           ,5,INJECTABLE;INJECTION,200MG/100ML,3,,0,LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5%,LIDOCAINE HYDROCHLORIDE
HOSPIRA                                           ,6,INJECTABLE;INJECTION,400MG/100ML,3,,0,LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5%,LIDOCAINE HYDROCHLORIDE
ABBOTT                                            ,1,INJECTABLE;INJECTION,EQ 90MG CALCIUM/5ML,3,,0,CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE
DELL LABS                                         ,1,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML,3,,0,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE
INTL MEDICATION                                   ,1,INJECTABLE;INJECTION,2MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
INTL MEDICATION                                   ,1,INJECTABLE;INJECTION,0.01,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
INTL MEDICATION                                   ,2,INJECTABLE;INJECTION,0.02,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,50MG,3,,0,REMSED,PROMETHAZINE HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,2,TABLET;ORAL,25MG,3,,0,REMSED,PROMETHAZINE HYDROCHLORIDE
IVAX SUB TEVA PHARMS                              ,1,TABLET;ORAL,25MG,1,AB,0,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
IVAX SUB TEVA PHARMS                              ,2,TABLET;ORAL,50MG,1,AB,1,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
WATSON LABS                                       ,1,TABLET;ORAL,300MG,3,,0,ISONIAZID,ISONIAZID
WATSON LABS                                       ,1,CAPSULE;ORAL,10MG,3,,0,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE
IVAX SUB TEVA PHARMS                              ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
ALRA                                              ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
NEXGEN PHARMA INC                                 ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
MUTUAL PHARM                                      ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
STERLING WINTHROP                                 ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,AFAXIN,VITAMIN A PALMITATE
IVAX SUB TEVA PHARMS                              ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
LUITPOLD                                          ,1,INJECTABLE;INJECTION,0.02,3,,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
CROWN LABS                                        ,1,LOTION;TOPICAL,0.01,3,,0,ALA-CORT,HYDROCORTISONE
EVERYLIFE                                         ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
WATSON LABS                                       ,1,TABLET;ORAL,25MG,3,,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
COLGATE                                           ,1,PASTE;TOPICAL,0.005,3,,0,ORABASE HCA,HYDROCORTISONE ACETATE
PVT FORM                                          ,1,TABLET;ORAL,50MG,3,,0,BENZTHIAZIDE,BENZTHIAZIDE
CHASE CHEM                                        ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A,VITAMIN A PALMITATE
SOLVAY                                            ,1,TABLET;ORAL,0.625MG,3,,0,ESTRATAB,"ESTROGENS, ESTERIFIED"
FERNDALE LABS                                     ,2,LOTION;TOPICAL,0.5%;1%,3,,0,PRAMOSONE,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
PVT FORM                                          ,1,TABLET;ORAL,12.5MG,3,,0,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
SANDOZ                                            ,1,TABLET;ORAL,4MG,3,,0,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,0.25MG/ML,3,,0,DIGOXIN,DIGOXIN
BLULINE                                           ,2,LOTION;TOPICAL,0.005,3,,0,EPICORT,HYDROCORTISONE
PHARMACIA AND UPJOHN                              ,1,TABLET;ORAL,0.75MG,1,AB,0,OGEN .625,ESTROPIPATE
PHARMACIA AND UPJOHN                              ,2,TABLET;ORAL,1.5MG,1,AB,0,OGEN 1.25,ESTROPIPATE
PHARMACIA AND UPJOHN                              ,3,TABLET;ORAL,3MG,1,AB,1,OGEN 2.5,ESTROPIPATE
PHARMACIA AND UPJOHN                              ,4,TABLET;ORAL,6MG,1,,0,OGEN 5,ESTROPIPATE
WATSON LABS                                       ,1,TABLET;ORAL,0.5MG;500MG,3,,0,PROBENECID W/ COLCHICINE,COLCHICINE; PROBENECID
CROWN LABS                                        ,1,LOTION;TOPICAL,0.02,1,,0,ALA-SCALP,HYDROCORTISONE
WATSON LABS                                       ,1,TABLET;ORAL,50MG,3,,0,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
SANDOZ                                            ,2,TABLET;ORAL,500MG,3,,0,GLUTETHIMIDE,GLUTETHIMIDE
PUREPAC PHARM                                     ,1,ELIXIR;ORAL,12.5MG/5ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
WYETH AYERST                                      ,1,CAPSULE;ORAL,100MG,3,,0,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM
SANDOZ                                            ,1,TABLET;ORAL,10MG,3,,0,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
AMARIN PHARMS                                     ,1,TABLET;ORAL,10MG,3,,0,AMEN,MEDROXYPROGESTERONE ACETATE
PANRAY                                            ,1,TABLET;ORAL,4MG,3,,0,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
OAK PHARMS                                        ,1,ELIXIR;ORAL,18.2MG/5ML,3,,0,NEMBUTAL,PENTOBARBITAL
OAK PHARMS                                        ,1,CAPSULE;ORAL,100MG,3,,0,NEMBUTAL SODIUM,PENTOBARBITAL SODIUM
OAK PHARMS                                        ,1,INJECTABLE;INJECTION,50MG/ML,1,,1,NEMBUTAL SODIUM,PENTOBARBITAL SODIUM
OAK PHARMS                                        ,1,SUPPOSITORY;RECTAL,30MG,3,,0,NEMBUTAL,PENTOBARBITAL SODIUM
OAK PHARMS                                        ,2,SUPPOSITORY;RECTAL,60MG,3,,0,NEMBUTAL,PENTOBARBITAL SODIUM
OAK PHARMS                                        ,3,SUPPOSITORY;RECTAL,120MG,3,,0,NEMBUTAL,PENTOBARBITAL SODIUM
OAK PHARMS                                        ,4,SUPPOSITORY;RECTAL,200MG,3,,0,NEMBUTAL,PENTOBARBITAL SODIUM
HOSPIRA                                           ,1,LIQUID;INHALATION,0.9999,3,,0,HALOTHANE,HALOTHANE
BAXTER HLTHCARE                                   ,1,INJECTABLE;INJECTION,5ML/100ML;5GM/100ML,3,,0,ALCOHOL 5% IN DEXTROSE 5% IN WATER,ALCOHOL; DEXTROSE
EVERYLIFE                                         ,1,CAPSULE;ORAL,100MG,3,,0,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM
WYETH AYERST                                      ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM
WYETH AYERST                                      ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
HOSPIRA                                           ,1,INJECTABLE;INJECTION,5ML/100ML;5GM/100ML,3,,0,ALCOHOL 5% IN D5-W,ALCOHOL; DEXTROSE
VALEANT PHARM INTL                                ,1,CAPSULE;ORAL,100MG,3,,0,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,0.3MG,3,,0,AMNESTROGEN,"ESTROGENS, ESTERIFIED"
BRISTOL MYERS SQUIBB                              ,2,TABLET;ORAL,0.625MG,3,,0,AMNESTROGEN,"ESTROGENS, ESTERIFIED"
BRISTOL MYERS SQUIBB                              ,3,TABLET;ORAL,1.25MG,3,,0,AMNESTROGEN,"ESTROGENS, ESTERIFIED"
BRISTOL MYERS SQUIBB                              ,4,TABLET;ORAL,2.5MG,3,,0,AMNESTROGEN,"ESTROGENS, ESTERIFIED"
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
PUREPAC PHARM                                     ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
ANABOLIC                                          ,1,CAPSULE;ORAL,50MG,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
PUREPAC PHARM                                     ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,100MG/VIAL,3,,0,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
HOSPIRA                                           ,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE
VITARINE                                          ,1,CAPSULE;ORAL,100MG,3,,0,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
VITARINE                                          ,1,TABLET;ORAL,100MG,3,,0,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
WATSON LABS                                       ,1,CAPSULE;ORAL,250MG,3,,0,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE
WATSON LABS                                       ,1,TABLET;ORAL,200MG,1,AB,1,QUINIDINE SULFATE,QUINIDINE SULFATE
ALLERGAN HERBERT                                  ,2,AEROSOL;TOPICAL,0.01% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,AEROSEB-DEX,DEXAMETHASONE
MYLAN                                             ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
PUREPAC PHARM                                     ,1,CAPSULE;ORAL,100MG,3,,0,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM
WATSON LABS                                       ,1,TABLET;ORAL,200MG,1,AA,1,MEPROBAMATE,MEPROBAMATE
WATSON LABS                                       ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
SANDOZ                                            ,1,TABLET;ORAL,500MG,3,,0,NIACIN,NIACIN
WATSON LABS                                       ,1,TABLET;ORAL,400MG,1,AA,1,MEPROBAMATE,MEPROBAMATE
ARCUM                                             ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A PALMITATE,VITAMIN A PALMITATE
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,25MG/ML,1,AP,1,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,50MG/ML,1,AP,1,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,0.01,3,,0,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE
ELKINS SINN                                       ,2,INJECTABLE;INJECTION,0.02,3,,0,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE
IMPAX LABS                                        ,1,CAPSULE;ORAL,65MG,3,,0,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
ALRA                                              ,1,TABLET;ORAL,250MG,3,,0,ACETAZOLAMIDE,ACETAZOLAMIDE
ARCUM                                             ,1,CAPSULE;ORAL,"EQ 50,000 UNITS BASE",3,,0,VITAMIN A PALMITATE,VITAMIN A PALMITATE
WHITEWORTH TOWN PLSN                              ,2,TABLET;ORAL,15MG,3,,0,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,25MG/ML,1,,1,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
WHITEWORTH TOWN PLSN                              ,1,TABLET;ORAL,30MG,3,,0,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM
WHITEWORTH TOWN PLSN                              ,1,CAPSULE;ORAL,100MG,3,,0,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
ALCON                                             ,1,OINTMENT;OPHTHALMIC,EQ 0.05% PHOSPHATE,3,,0,MAXIDEX,DEXAMETHASONE SODIUM PHOSPHATE
SCHERER LABS                                      ,1,TABLET;ORAL,400MG,3,,0,MEPROBAMATE,MEPROBAMATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,1.5MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
HOSPIRA                                           ,2,INJECTABLE;INJECTION,2MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
HOSPIRA                                           ,3,INJECTABLE;INJECTION,1MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,0.2MG/ML,3,,0,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE
IMPAX LABS                                        ,1,TABLET;ORAL,200MG,3,,0,QUINIDINE SULFATE,QUINIDINE SULFATE
CHASE CHEM                                        ,1,CAPSULE;ORAL,"50,000 IU",3,,0,VITAMIN A,VITAMIN A
AKORN                                             ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.11% PHOSPHATE,3,,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
